,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_DAYPOP,E_NOINT,E_AFAM,E_HISP,E_ASIAN,E_AIAN,E_NHPI,E_TWOMORE,E_OTHERRACE,Deaths
42099,46133.0,20934.0,18512.0,7337.0,802.0,3427.0,3912.0,4142.0,8497.0,9904.0,6264.0,839.0,192.0,2280.0,314.0,2474.0,328.0,985.0,594.0,29950.0,7118.0,413.0,986.0,158.0,85.0,0.0,607.0,31.0,112.0
42101,1581531.0,689121.0,613125.0,514942.0,68786.0,216956.0,154344.0,119436.0,217403.0,343874.0,261646.0,60523.0,88398.0,1041705.0,108149.0,1773.0,16918.0,176020.0,47468.0,1667263.0,240324.0,634204.0,238112.0,116441.0,3206.0,380.0,42880.0,6482.0,3800.0
42103,55660.0,39049.0,22717.0,8898.0,2122.0,6593.0,3154.0,3047.0,12375.0,9909.0,9348.0,1165.0,246.0,11377.0,340.0,1669.0,249.0,1066.0,316.0,45219.0,5048.0,2966.0,6252.0,698.0,22.0,15.0,1279.0,145.0,130.0
42105,16685.0,13011.0,6630.0,3921.0,502.0,1461.0,1349.0,1108.0,4001.0,3409.0,3034.0,335.0,109.0,613.0,226.0,1850.0,93.0,512.0,271.0,15011.0,2530.0,57.0,231.0,70.0,27.0,0.0,222.0,6.0,42.0
42107,141935.0,69965.0,58646.0,30099.0,3494.0,13268.0,11025.0,7002.0,28972.0,28029.0,24274.0,3537.0,715.0,13636.0,2392.0,2734.0,483.0,5131.0,7207.0,127219.0,20193.0,3840.0,6878.0,568.0,138.0,10.0,2142.0,60.0,582.0
42109,40452.0,16500.0,14824.0,7099.0,499.0,2896.0,3604.0,4239.0,7634.0,8413.0,5378.0,502.0,185.0,2023.0,491.0,1282.0,214.0,1038.0,2322.0,38534.0,7325.0,336.0,892.0,279.0,23.0,0.0,483.0,10.0,78.0
42111,73844.0,38523.0,29518.0,13741.0,1668.0,5604.0,6182.0,4099.0,16425.0,13377.0,11618.0,1405.0,217.0,4485.0,1423.0,4302.0,378.0,2093.0,5138.0,64899.0,13388.0,1818.0,1134.0,271.0,34.0,6.0,1075.0,147.0,230.0
42113,6038.0,6378.0,2751.0,1137.0,147.0,594.0,501.0,411.0,1691.0,646.0,1037.0,140.0,61.0,414.0,87.0,670.0,11.0,150.0,439.0,4876.0,1089.0,159.0,212.0,4.0,3.0,2.0,32.0,2.0,24.0
42115,40604.0,23360.0,17027.0,8394.0,1162.0,4102.0,2883.0,2416.0,9522.0,7610.0,6509.0,750.0,121.0,1563.0,432.0,2748.0,244.0,913.0,324.0,30370.0,4991.0,234.0,708.0,175.0,3.0,0.0,440.0,3.0,127.0
42117,40759.0,21869.0,16442.0,9351.0,990.0,3959.0,2507.0,2768.0,8952.0,8118.0,7286.0,656.0,41.0,1602.0,758.0,3670.0,149.0,1050.0,605.0,35660.0,5932.0,322.0,528.0,223.0,28.0,2.0,474.0,25.0,108.0
42119,44831.0,17430.0,14762.0,6349.0,522.0,3446.0,3712.0,3752.0,8157.0,7997.0,5379.0,674.0,346.0,6978.0,792.0,1202.0,119.0,1400.0,9178.0,43870.0,7348.0,2870.0,2682.0,824.0,118.0,4.0,441.0,39.0,96.0
42121,51355.0,27593.0,22103.0,11824.0,1570.0,4342.0,3404.0,2839.0,11576.0,9933.0,9811.0,1101.0,119.0,2382.0,724.0,3004.0,301.0,1694.0,1192.0,46566.0,7598.0,556.0,568.0,180.0,3.0,0.0,964.0,111.0,184.0
42123,39466.0,23627.0,17124.0,8552.0,825.0,2984.0,1979.0,1840.0,9043.0,7663.0,6065.0,701.0,207.0,1687.0,678.0,2313.0,194.0,1105.0,631.0,34767.0,7377.0,216.0,444.0,164.0,46.0,0.0,791.0,26.0,105.0
42125,207081.0,96263.0,85201.0,31043.0,5712.0,16404.0,9689.0,7638.0,42525.0,40463.0,30749.0,3976.0,874.0,17029.0,5384.0,5516.0,810.0,6471.0,5475.0,197250.0,20303.0,6581.0,3659.0,2015.0,28.0,63.0,4478.0,205.0,507.0
42127,51268.0,32381.0,18938.0,9198.0,1136.0,4645.0,3932.0,2685.0,12282.0,8503.0,9134.0,758.0,229.0,5023.0,297.0,2252.0,272.0,1102.0,3860.0,43650.0,6125.0,1659.0,2364.0,327.0,34.0,18.0,594.0,27.0,155.0
42129,350722.0,170765.0,153772.0,55093.0,8377.0,31099.0,13459.0,10965.0,79710.0,64297.0,53280.0,6277.0,877.0,22814.0,8658.0,8891.0,954.0,11091.0,8045.0,317750.0,38557.0,8219.0,4362.0,3584.0,119.0,23.0,6166.0,341.0,1135.0
42131,27078.0,13479.0,10887.0,4559.0,650.0,2331.0,1400.0,1223.0,5729.0,5295.0,3632.0,523.0,63.0,2241.0,212.0,1634.0,94.0,535.0,745.0,23213.0,2714.0,467.0,531.0,118.0,36.0,0.0,1086.0,3.0,94.0
42133,447628.0,184896.0,174425.0,67499.0,10972.0,42678.0,30253.0,22075.0,78264.0,98737.0,60428.0,10531.0,6054.0,77952.0,10045.0,8860.0,2321.0,9760.0,8957.0,413639.0,47271.0,23900.0,35063.0,6422.0,343.0,182.0,11224.0,818.0,853.0
44001,48645.0,21110.0,18961.0,5236.0,877.0,4835.0,3180.0,1020.0,9674.0,9074.0,4753.0,783.0,536.0,4362.0,1630.0,0.0,39.0,1379.0,3806.0,40307.0,3507.0,529.0,1526.0,971.0,61.0,0.0,1114.0,161.0,105.0
44003,164122.0,74526.0,70085.0,22871.0,3913.0,20324.0,9209.0,4858.0,30970.0,30775.0,24694.0,3456.0,1516.0,20455.0,10557.0,1049.0,1339.0,4244.0,1233.0,161352.0,13340.0,2575.0,8818.0,4816.0,282.0,0.0,3545.0,419.0,402.0
44005,82731.0,42668.0,34578.0,10377.0,2534.0,8900.0,3233.0,2792.0,18390.0,13852.0,9150.0,2139.0,922.0,12185.0,3682.0,784.0,196.0,2519.0,3978.0,83892.0,6365.0,3267.0,4842.0,1440.0,328.0,71.0,2068.0,169.0,152.0
44007,636161.0,266624.0,240886.0,133089.0,19872.0,79290.0,60019.0,32924.0,97381.0,130930.0,87498.0,19469.0,35977.0,253449.0,37819.0,1132.0,6024.0,27146.0,26117.0,651000.0,66763.0,50909.0,148608.0,25976.0,1464.0,503.0,20216.0,5773.0,1349.0
44009,126139.0,64361.0,50220.0,15032.0,4067.0,12045.0,4617.0,2981.0,26071.0,20813.0,13832.0,2581.0,886.0,11639.0,3458.0,1353.0,368.0,2065.0,6307.0,123091.0,7639.0,1400.0,4213.0,2653.0,697.0,74.0,2254.0,348.0,311.0
45001,24582.0,12211.0,9597.0,6888.0,534.0,2319.0,2947.0,2825.0,5318.0,4974.0,3903.0,667.0,118.0,7780.0,95.0,3108.0,216.0,806.0,884.0,20463.0,4122.0,6690.0,392.0,155.0,110.0,0.0,294.0,139.0,63.0
45003,169947.0,77606.0,68266.0,41222.0,5734.0,15281.0,12964.0,16232.0,32791.0,36816.0,24774.0,4608.0,1778.0,58008.0,1942.0,14876.0,1027.0,4011.0,2614.0,165349.0,20857.0,41476.0,9913.0,1563.0,374.0,26.0,4448.0,208.0,405.0
45005,8789.0,4500.0,3426.0,3112.0,400.0,1071.0,1412.0,910.0,1787.0,1670.0,2129.0,464.0,65.0,6852.0,52.0,1176.0,94.0,595.0,1065.0,8776.0,2466.0,6418.0,295.0,13.0,46.0,8.0,72.0,0.0,28.0
45007,200183.0,89095.0,78636.0,47906.0,5258.0,16368.0,19804.0,20251.0,35993.0,45689.0,33052.0,4419.0,1668.0,45789.0,4037.0,14223.0,2080.0,5016.0,2481.0,189217.0,27511.0,31268.0,7695.0,1896.0,321.0,49.0,4286.0,274.0,602.0
45009,14236.0,7715.0,5070.0,3762.0,406.0,1201.0,1942.0,1748.0,3089.0,2807.0,2575.0,357.0,41.0,9089.0,15.0,1974.0,116.0,647.0,1100.0,12844.0,2752.0,8394.0,305.0,46.0,5.0,0.0,339.0,0.0,44.0
45011,21170.0,10581.0,8670.0,7739.0,603.0,2171.0,2501.0,2379.0,3898.0,4967.0,4485.0,987.0,42.0,10456.0,249.0,3026.0,236.0,966.0,323.0,18881.0,5081.0,9425.0,538.0,35.0,43.0,0.0,313.0,102.0,63.0
45013,189732.0,101059.0,74231.0,31202.0,3774.0,20377.0,9005.0,17137.0,51621.0,35377.0,23877.0,3701.0,4238.0,60626.0,13425.0,9660.0,1035.0,3207.0,5047.0,198826.0,22995.0,32221.0,21042.0,2256.0,420.0,143.0,4107.0,437.0,321.0
45015,222103.0,86274.0,79597.0,47041.0,4655.0,18737.0,16242.0,22671.0,30785.0,52956.0,29707.0,6498.0,2758.0,82928.0,6264.0,14816.0,1488.0,3205.0,3538.0,192406.0,31693.0,51304.0,15110.0,5224.0,666.0,93.0,8453.0,2078.0,298.0
45017,14608.0,7501.0,6221.0,3523.0,459.0,1515.0,1465.0,1509.0,3327.0,2791.0,2989.0,403.0,77.0,6712.0,6.0,2701.0,205.0,420.0,179.0,13051.0,3468.0,5940.0,563.0,6.0,85.0,61.0,57.0,0.0,54.0
45019,407543.0,191521.0,163411.0,79860.0,7883.0,49395.0,22035.0,41101.0,66759.0,80003.0,42147.0,9030.0,6423.0,143694.0,26945.0,11243.0,1962.0,10583.0,11528.0,501165.0,65348.0,105775.0,21137.0,6641.0,598.0,237.0,8326.0,980.0,660.0
45021,57110.0,24675.0,20779.0,17081.0,1637.0,4621.0,7182.0,6261.0,9475.0,13163.0,8945.0,1086.0,449.0,15678.0,481.0,6814.0,235.0,1566.0,864.0,55346.0,11704.0,11450.0,2581.0,344.0,58.0,12.0,1217.0,16.0,212.0
45023,32260.0,14772.0,12861.0,9941.0,697.0,2572.0,3666.0,3444.0,5956.0,7219.0,5666.0,759.0,85.0,13392.0,143.0,2991.0,271.0,1107.0,183.0,29511.0,8930.0,11875.0,670.0,151.0,123.0,0.0,559.0,14.0,105.0
45025,45833.0,21764.0,18213.0,14784.0,2025.0,3658.0,7089.0,5226.0,8424.0,10180.0,8094.0,1418.0,690.0,18301.0,92.0,7760.0,679.0,1652.0,814.0,39647.0,11392.0,13962.0,2020.0,207.0,79.0,25.0,1932.0,76.0,171.0
45027,33865.0,17908.0,12775.0,10749.0,1567.0,2968.0,4829.0,3321.0,7982.0,6500.0,7523.0,819.0,232.0,17659.0,382.0,6941.0,375.0,1330.0,1474.0,29753.0,6599.0,15766.0,1081.0,249.0,36.0,0.0,514.0,13.0,95.0
45029,37624.0,20200.0,15281.0,12757.0,1178.0,3837.0,3263.0,4671.0,7496.0,8458.0,5105.0,1462.0,258.0,16458.0,448.0,8189.0,170.0,1244.0,646.0,32361.0,6782.0,14365.0,1302.0,211.0,63.0,0.0,457.0,60.0,123.0
45031,66858.0,30895.0,26117.0,21228.0,2291.0,6446.0,7828.0,6012.0,12644.0,14867.0,12645.0,2222.0,444.0,30439.0,559.0,9290.0,520.0,2641.0,1316.0,58446.0,16675.0,27320.0,1430.0,207.0,133.0,19.0,1330.0,0.0,305.0
45033,30473.0,13808.0,11147.0,12409.0,805.0,2991.0,4328.0,3945.0,4997.0,7681.0,4933.0,1127.0,194.0,16607.0,60.0,4585.0,445.0,1351.0,396.0,27306.0,11095.0,14538.0,855.0,19.0,535.0,0.0,660.0,0.0,96.0
45035,161309.0,61445.0,56939.0,30258.0,4526.0,16373.0,11995.0,16412.0,22464.0,39588.0,21230.0,4304.0,2188.0,58712.0,3767.0,7886.0,1448.0,1928.0,1770.0,125763.0,21161.0,40251.0,9074.0,2948.0,506.0,213.0,5180.0,540.0,228.0
45037,27021.0,11060.0,9171.0,7187.0,818.0,2065.0,3381.0,2182.0,5145.0,4888.0,3934.0,741.0,535.0,11669.0,198.0,2534.0,121.0,563.0,2673.0,22520.0,5332.0,9420.0,1633.0,34.0,76.0,23.0,482.0,1.0,67.0
45039,22406.0,11958.0,9315.0,7404.0,513.0,2254.0,2248.0,1981.0,4833.0,4284.0,3727.0,567.0,35.0,13866.0,205.0,2832.0,270.0,567.0,319.0,17981.0,5355.0,12795.0,513.0,105.0,94.0,0.0,359.0,0.0,84.0
45041,138237.0,61353.0,52880.0,38929.0,3244.0,13136.0,13216.0,13428.0,23370.0,32728.0,18626.0,4485.0,747.0,67228.0,2574.0,11368.0,1264.0,4144.0,3111.0,144479.0,28940.0,58879.0,3779.0,1938.0,320.0,27.0,1940.0,345.0,393.0
45043,62150.0,35655.0,25758.0,15121.0,1872.0,6928.0,5034.0,6736.0,17268.0,11285.0,10130.0,1551.0,481.0,22066.0,1788.0,6945.0,281.0,1465.0,585.0,64297.0,12277.0,19075.0,1915.0,291.0,80.0,0.0,662.0,43.0,200.0
45045,516126.0,214785.0,198015.0,98678.0,10529.0,47419.0,38391.0,53419.0,81392.0,119020.0,65405.0,12977.0,11841.0,166811.0,23741.0,17659.0,3942.0,10718.0,11478.0,584608.0,48969.0,89417.0,48446.0,13245.0,1053.0,1195.0,11346.0,2109.0,991.0
45047,70672.0,31549.0,27977.0,22238.0,1933.0,7533.0,6975.0,7001.0,13153.0,15995.0,9846.0,2762.0,947.0,28726.0,1175.0,3941.0,590.0,2490.0,2682.0,74763.0,13716.0,22711.0,4359.0,771.0,31.0,0.0,656.0,198.0,177.0
45049,19223.0,9198.0,6893.0,6228.0,647.0,1122.0,2538.0,1838.0,3612.0,4151.0,3243.0,397.0,307.0,11348.0,69.0,3339.0,73.0,558.0,1327.0,14692.0,3229.0,10098.0,755.0,78.0,9.0,0.0,282.0,126.0,41.0
45051,344186.0,210354.0,136219.0,85451.0,9569.0,37436.0,24234.0,47202.0,82869.0,62018.0,58948.0,8429.0,4319.0,78000.0,47432.0,29153.0,1804.0,6185.0,4840.0,371118.0,39456.0,44340.0,20974.0,4956.0,1157.0,107.0,5816.0,650.0,938.0
45053,29558.0,12234.0,10724.0,9191.0,1034.0,3503.0,2823.0,4549.0,5802.0,5938.0,4277.0,696.0,1304.0,16684.0,525.0,3610.0,479.0,479.0,546.0,29027.0,8126.0,12043.0,3974.0,122.0,49.0,0.0,496.0,0.0,72.0
45055,65926.0,29444.0,25293.0,15647.0,1891.0,5910.0,4954.0,6548.0,12254.0,15176.0,11558.0,1362.0,317.0,20815.0,388.0,7465.0,324.0,909.0,328.0,56309.0,10647.0,15436.0,3074.0,210.0,213.0,102.0,1543.0,237.0,145.0
45057,95378.0,38529.0,35228.0,19322.0,2872.0,6612.0,8714.0,7866.0,19954.0,20574.0,12922.0,2117.0,1356.0,28594.0,768.0,4456.0,578.0,1577.0,2039.0,88116.0,11441.0,19687.0,5340.0,1458.0,134.0,0.0,1847.0,128.0,229.0
45059,66990.0,31469.0,25555.0,20518.0,2041.0,6733.0,8295.0,7876.0,12391.0,14683.0,11525.0,1704.0,603.0,21757.0,480.0,9487.0,551.0,1677.0,2296.0,60151.0,12097.0,15719.0,3425.0,351.0,92.0,50.0,2077.0,43.0,140.0
45061,17144.0,7785.0,6455.0,6179.0,465.0,1958.0,2173.0,1646.0,3191.0,3300.0,2954.0,388.0,17.0,11581.0,109.0,2339.0,169.0,631.0,1453.0,13789.0,5209.0,10890.0,429.0,37.0,1.0,0.0,224.0,0.0,54.0
45063,295033.0,126241.0,115220.0,58030.0,7247.0,24938.0,20745.0,28359.0,46873.0,68278.0,40214.0,8165.0,3465.0,75879.0,6187.0,23037.0,2337.0,5245.0,2893.0,286735.0,28734.0,43220.0,18031.0,5875.0,906.0,202.0,7254.0,391.0,584.0
45065,9495.0,5669.0,3984.0,2054.0,178.0,883.0,1282.0,456.0,3279.0,1129.0,1669.0,206.0,4.0,4631.0,17.0,1353.0,38.0,252.0,1142.0,7777.0,1850.0,4185.0,115.0,21.0,0.0,0.0,276.0,34.0,27.0
45067,30954.0,15051.0,11282.0,11876.0,1025.0,2858.0,4466.0,4250.0,6084.0,7140.0,4846.0,1237.0,65.0,19092.0,8.0,4834.0,554.0,1476.0,150.0,24639.0,12424.0,17546.0,897.0,225.0,200.0,0.0,224.0,0.0,96.0
45069,26376.0,12058.0,9384.0,10570.0,992.0,2586.0,4219.0,3693.0,4707.0,5292.0,4977.0,870.0,224.0,16092.0,46.0,3567.0,245.0,1218.0,2522.0,23679.0,7079.0,13169.0,861.0,83.0,850.0,0.0,1083.0,46.0,132.0
45071,38329.0,18363.0,14976.0,10523.0,925.0,3488.0,4226.0,3505.0,7573.0,8320.0,5967.0,1373.0,862.0,15357.0,293.0,4576.0,157.0,1041.0,1158.0,35467.0,8435.0,11936.0,2940.0,82.0,98.0,0.0,254.0,47.0,102.0
45073,78314.0,40774.0,32440.0,19456.0,2129.0,7379.0,8124.0,8502.0,18195.0,15613.0,15580.0,2113.0,818.0,12238.0,1475.0,8746.0,646.0,2096.0,860.0,71281.0,12760.0,5548.0,4334.0,605.0,185.0,12.0,1540.0,14.0,203.0
45075,86953.0,42856.0,33629.0,29498.0,3802.0,9200.0,8251.0,8939.0,17040.0,19127.0,11806.0,2829.0,353.0,58165.0,375.0,13891.0,617.0,2696.0,2970.0,83391.0,16237.0,53382.0,1974.0,623.0,493.0,98.0,1404.0,191.0,208.0
45077,125381.0,54939.0,48522.0,31500.0,3040.0,11674.0,10971.0,10712.0,20561.0,23665.0,18510.0,2253.0,599.0,18261.0,4927.0,9911.0,701.0,3198.0,6468.0,122725.0,17144.0,8117.0,4812.0,2433.0,147.0,18.0,2574.0,160.0,335.0
45079,414660.0,175052.0,155478.0,97894.0,12885.0,49875.0,22052.0,36194.0,52863.0,88982.0,54582.0,15679.0,4905.0,241502.0,23685.0,9021.0,2586.0,9888.0,30946.0,481118.0,50448.0,194507.0,21993.0,11790.0,874.0,472.0,9987.0,1879.0,751.0
45081,20292.0,9470.0,7360.0,6895.0,395.0,1686.0,2977.0,3218.0,4024.0,4423.0,2985.0,426.0,1073.0,8419.0,14.0,3233.0,409.0,487.0,363.0,15823.0,5187.0,4960.0,3123.0,3.0,17.0,0.0,305.0,11.0,63.0
45083,313791.0,131725.0,118788.0,72686.0,8254.0,27815.0,27370.0,32156.0,50797.0,72755.0,46506.0,8782.0,5184.0,100939.0,6602.0,16935.0,3056.0,6272.0,7594.0,338543.0,39810.0,62245.0,21983.0,7082.0,431.0,84.0,8386.0,728.0,690.0
45085,106675.0,48383.0,41704.0,30958.0,3974.0,10862.0,9123.0,11599.0,17497.0,25625.0,17348.0,3375.0,349.0,58851.0,1972.0,10882.0,793.0,3632.0,2506.0,106774.0,17985.0,49893.0,4335.0,1428.0,294.0,41.0,2667.0,193.0,220.0
45087,27325.0,14118.0,11707.0,9138.0,963.0,2348.0,3078.0,2773.0,5444.0,5833.0,5591.0,1115.0,27.0,9768.0,270.0,2975.0,295.0,1092.0,473.0,24959.0,5417.0,8176.0,440.0,4.0,5.0,0.0,1123.0,20.0,91.0
45089,30810.0,15543.0,12705.0,10197.0,611.0,3633.0,3680.0,2948.0,6387.0,6402.0,5867.0,1100.0,153.0,21130.0,138.0,6286.0,440.0,1822.0,1515.0,26575.0,9611.0,19759.0,711.0,195.0,131.0,0.0,254.0,80.0,78.0
45091,273887.0,109967.0,103582.0,44948.0,7204.0,21984.0,16297.0,23092.0,39332.0,66275.0,28306.0,7491.0,2274.0,82757.0,10814.0,11724.0,1584.0,3946.0,3765.0,261827.0,21081.0,51535.0,15729.0,6584.0,1944.0,67.0,5969.0,929.0,401.0
46005,18338.0,8544.0,7684.0,4538.0,208.0,1381.0,1878.0,1675.0,3371.0,4945.0,2081.0,353.0,934.0,4417.0,587.0,657.0,355.0,325.0,574.0,17537.0,3144.0,219.0,1956.0,1027.0,754.0,164.0,297.0,0.0,47.0
46009,6914.0,2969.0,2556.0,1363.0,118.0,470.0,614.0,329.0,1431.0,1322.0,712.0,109.0,16.0,925.0,96.0,120.0,9.0,102.0,1474.0,5568.0,862.0,117.0,193.0,21.0,463.0,0.0,131.0,0.0,20.0
46011,35115.0,14756.0,13364.0,6728.0,782.0,2930.0,684.0,1931.0,4220.0,7271.0,3027.0,462.0,268.0,3643.0,2399.0,1090.0,108.0,724.0,3774.0,39328.0,3500.0,388.0,1199.0,1093.0,347.0,0.0,616.0,0.0,49.0
46013,38988.0,18098.0,16245.0,6037.0,469.0,3365.0,1616.0,2739.0,6945.0,9268.0,4123.0,735.0,185.0,5333.0,2988.0,1065.0,131.0,1032.0,1236.0,40181.0,4810.0,826.0,1267.0,1275.0,1227.0,0.0,738.0,0.0,83.0
46015,5233.0,2572.0,2228.0,1064.0,48.0,448.0,350.0,335.0,956.0,1329.0,771.0,79.0,0.0,857.0,133.0,267.0,5.0,172.0,357.0,4939.0,1051.0,60.0,145.0,12.0,543.0,0.0,97.0,0.0,16.0
46019,10295.0,4884.0,4179.0,2271.0,311.0,1053.0,511.0,1445.0,2019.0,2544.0,1446.0,246.0,0.0,1043.0,120.0,1164.0,112.0,124.0,136.0,8094.0,1364.0,74.0,394.0,22.0,235.0,0.0,271.0,47.0,21.0
46023,9324.0,3912.0,3149.0,3002.0,363.0,679.0,703.0,1744.0,1719.0,2756.0,1091.0,130.0,12.0,3504.0,121.0,194.0,94.0,198.0,306.0,8536.0,2157.0,7.0,344.0,39.0,2707.0,5.0,383.0,19.0,23.0
46025,3715.0,1838.0,1584.0,728.0,64.0,368.0,187.0,208.0,795.0,1001.0,396.0,55.0,28.0,250.0,25.0,118.0,18.0,56.0,76.0,2802.0,607.0,9.0,133.0,17.0,1.0,0.0,84.0,6.0,12.0
46027,14076.0,6114.0,5259.0,3373.0,695.0,1370.0,438.0,995.0,1692.0,2373.0,1488.0,300.0,99.0,1888.0,720.0,776.0,155.0,328.0,2459.0,15852.0,944.0,243.0,432.0,420.0,508.0,5.0,232.0,48.0,25.0
46029,28133.0,13222.0,12090.0,6223.0,407.0,2675.0,1630.0,1995.0,4883.0,6774.0,3777.0,589.0,149.0,2313.0,1027.0,1080.0,285.0,622.0,635.0,30987.0,3866.0,166.0,842.0,143.0,579.0,0.0,503.0,80.0,68.0
46031,4106.0,1539.0,1205.0,2185.0,407.0,217.0,344.0,990.0,457.0,1505.0,393.0,119.0,0.0,2930.0,0.0,209.0,98.0,159.0,2.0,3356.0,1476.0,10.0,17.0,0.0,2848.0,0.0,55.0,0.0,10.0
46033,8826.0,5294.0,3893.0,1612.0,224.0,903.0,447.0,635.0,2702.0,1295.0,1456.0,120.0,25.0,908.0,195.0,968.0,103.0,78.0,344.0,7466.0,1180.0,28.0,335.0,25.0,356.0,0.0,164.0,0.0,15.0
46035,19890.0,9550.0,8651.0,4281.0,227.0,2066.0,1210.0,1476.0,3709.0,4594.0,2612.0,440.0,15.0,1944.0,1524.0,490.0,33.0,681.0,1046.0,22820.0,2323.0,269.0,655.0,243.0,348.0,0.0,388.0,41.0,52.0
46037,5452.0,3808.0,2568.0,1333.0,42.0,489.0,380.0,513.0,1418.0,1186.0,613.0,102.0,0.0,761.0,130.0,275.0,6.0,66.0,126.0,4246.0,1119.0,0.0,120.0,1.0,521.0,0.0,118.0,1.0,29.0
46039,4309.0,2212.0,1777.0,662.0,30.0,215.0,235.0,324.0,925.0,1016.0,530.0,39.0,18.0,172.0,76.0,68.0,26.0,43.0,50.0,3090.0,757.0,1.0,152.0,0.0,8.0,0.0,11.0,0.0,12.0
46041,5841.0,2043.0,1731.0,2833.0,557.0,312.0,527.0,1496.0,552.0,2158.0,532.0,165.0,1.0,4706.0,55.0,402.0,176.0,115.0,53.0,5227.0,2055.0,11.0,252.0,4.0,4370.0,14.0,55.0,0.0,10.0
46043,2913.0,1467.0,1203.0,477.0,8.0,243.0,218.0,440.0,684.0,708.0,332.0,23.0,0.0,170.0,59.0,60.0,31.0,46.0,102.0,2205.0,459.0,0.0,23.0,0.0,69.0,0.0,78.0,0.0,11.0
46047,6721.0,4227.0,3138.0,1866.0,68.0,906.0,473.0,752.0,1958.0,1161.0,1285.0,71.0,40.0,1042.0,273.0,659.0,29.0,149.0,275.0,6350.0,802.0,0.0,144.0,80.0,473.0,0.0,344.0,1.0,28.0
46049,2315.0,1235.0,920.0,653.0,55.0,142.0,127.0,136.0,670.0,490.0,306.0,31.0,0.0,103.0,66.0,104.0,3.0,66.0,306.0,1805.0,238.0,5.0,5.0,0.0,20.0,0.0,73.0,0.0,10.0
46051,7125.0,3603.0,3148.0,888.0,84.0,451.0,445.0,601.0,1493.0,1569.0,878.0,112.0,79.0,547.0,104.0,114.0,44.0,97.0,178.0,6408.0,837.0,42.0,325.0,24.0,57.0,0.0,95.0,4.0,13.0
46053,4193.0,2555.0,1832.0,1060.0,45.0,307.0,263.0,398.0,1035.0,999.0,449.0,77.0,0.0,526.0,92.0,178.0,28.0,73.0,48.0,3566.0,722.0,0.0,86.0,0.0,308.0,0.0,132.0,0.0,17.0
46057,6104.0,2920.0,2242.0,927.0,70.0,335.0,289.0,498.0,963.0,1944.0,406.0,115.0,99.0,428.0,33.0,162.0,52.0,55.0,193.0,5116.0,1083.0,24.0,294.0,14.0,3.0,0.0,93.0,0.0,21.0
46059,3064.0,1795.0,1426.0,403.0,0.0,211.0,139.0,94.0,783.0,654.0,440.0,50.0,0.0,113.0,129.0,171.0,5.0,63.0,57.0,2522.0,420.0,4.0,50.0,23.0,6.0,0.0,30.0,0.0,17.0
46065,17560.0,8041.0,7475.0,3016.0,167.0,1368.0,533.0,1041.0,2988.0,4215.0,2056.0,308.0,119.0,3223.0,1116.0,945.0,298.0,488.0,1157.0,19218.0,1831.0,10.0,591.0,4.0,1926.0,0.0,692.0,0.0,23.0
46067,7308.0,3399.0,2977.0,1342.0,86.0,525.0,551.0,347.0,1677.0,1817.0,923.0,94.0,65.0,600.0,120.0,86.0,25.0,155.0,207.0,6372.0,1251.0,0.0,177.0,76.0,43.0,0.0,304.0,0.0,19.0
46077,4936.0,2798.0,2172.0,627.0,26.0,401.0,276.0,260.0,1133.0,1116.0,540.0,77.0,4.0,143.0,100.0,179.0,30.0,83.0,87.0,4107.0,616.0,0.0,120.0,11.0,8.0,0.0,4.0,0.0,16.0
46079,12747.0,5824.0,4712.0,2074.0,230.0,995.0,791.0,631.0,2772.0,2616.0,1703.0,157.0,63.0,893.0,456.0,380.0,64.0,159.0,551.0,11802.0,1086.0,40.0,334.0,6.0,263.0,4.0,241.0,5.0,16.0
46081,25806.0,14206.0,11250.0,5170.0,371.0,3091.0,1079.0,2507.0,5631.0,4539.0,3825.0,304.0,131.0,2457.0,1320.0,1869.0,86.0,675.0,1393.0,26141.0,2726.0,239.0,868.0,251.0,512.0,41.0,536.0,10.0,46.0
46083,58887.0,20993.0,20341.0,5120.0,869.0,3611.0,1701.0,2734.0,7524.0,16394.0,4282.0,1357.0,385.0,4582.0,2445.0,354.0,243.0,231.0,566.0,50956.0,2825.0,926.0,1341.0,761.0,112.0,2.0,1347.0,93.0,72.0
46085,3831.0,1741.0,1393.0,1302.0,114.0,213.0,245.0,632.0,618.0,1098.0,517.0,119.0,28.0,1700.0,21.0,203.0,54.0,84.0,93.0,3351.0,758.0,5.0,95.0,7.0,1537.0,5.0,50.0,1.0,17.0
46087,5543.0,2539.0,2206.0,821.0,72.0,301.0,378.0,467.0,1033.0,1531.0,559.0,63.0,38.0,372.0,42.0,88.0,21.0,37.0,248.0,3525.0,688.0,45.0,221.0,0.0,19.0,0.0,87.0,0.0,24.0
46093,28149.0,12224.0,11142.0,4579.0,377.0,2862.0,914.0,3135.0,4316.0,6429.0,3467.0,523.0,63.0,3647.0,517.0,1797.0,126.0,289.0,898.0,22927.0,3074.0,493.0,1233.0,280.0,642.0,15.0,941.0,43.0,45.0
