,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths,"Deaths per 100,000 Population",C-E_TOTPOP,C-E_HU,C-E_HH,C-E_POV,C-E_UNEMP,C-E_NOHSDP,C-E_AGE65,C-E_AGE17,C-E_DISABL,C-E_SNGPNT,C-E_MINRTY,C-E_LIMENG,C-E_MUNIT,C-E_MOBILE,C-E_CROWD,C-E_NOVEH,C-E_GROUPQ,C-E_UNINSUR,C-E_DAYPOP,C-Deaths,"C-Deaths per 100,000 Population",Risk Category
27167_2016,6479.0,3084.0,2871.0,577.0,67.0,355.0,1205.0,1495.0,918.0,242.0,368.0,0.0,215.0,96.0,34.0,226.0,177.0,315.0,4935.0,20.0,308.6896125945362,-82.0,21.0,108.0,-8.0,-42.0,-72.0,27.0,-51.0,151.0,79.0,38.0,-2.0,-41.0,-22.0,1.0,11.0,13.0,-73.0,-157.0,9.0,141.03224329107636,1
27167_2018,6343.0,3109.0,2826.0,576.0,46.0,273.0,1204.0,1390.0,909.0,251.0,399.0,0.0,279.0,162.0,52.0,198.0,162.0,207.0,4765.0,24.0,378.36985653476273,-136.0,25.0,-45.0,-1.0,-21.0,-82.0,-1.0,-105.0,-9.0,9.0,31.0,0.0,64.0,66.0,18.0,-28.0,-15.0,-108.0,-170.0,4.0,69.68024394022655,1
27167_2020,6264.0,3142.0,2799.0,973.0,147.0,242.0,1232.0,1365.0,901.0,188.0,445.0,14.0,251.0,161.0,27.0,127.0,142.0,168.0,4454.0,23.0,367.1775223499361,-79.0,33.0,-27.0,397.0,101.0,-31.0,28.0,-25.0,-8.0,-63.0,46.0,14.0,-28.0,-1.0,-25.0,-71.0,-20.0,-39.0,-311.0,-1.0,-11.19233418482662,1
27169_2016,51145.0,20927.0,19078.0,6539.0,1712.0,2326.0,7693.0,9417.0,5713.0,1106.0,4246.0,404.0,2342.0,1011.0,272.0,1543.0,4329.0,3671.0,55706.0,91.0,177.92550591455668,-140.0,50.0,-3.0,-570.0,-768.0,-650.0,395.0,-141.0,405.0,240.0,282.0,-83.0,289.0,-75.0,17.0,47.0,-66.0,-975.0,-4656.0,25.0,49.23290573906678,1
27169_2018,50847.0,21153.0,19515.0,6818.0,1121.0,2175.0,8139.0,9268.0,5817.0,1098.0,4425.0,407.0,2673.0,933.0,236.0,1558.0,3970.0,2764.0,52377.0,106.0,208.46854288355263,-298.0,226.0,437.0,279.0,-591.0,-151.0,446.0,-149.0,104.0,-8.0,179.0,3.0,331.0,-78.0,-36.0,15.0,-359.0,-907.0,-3329.0,15.0,30.54303696899595,1
27169_2020,50744.0,21258.0,19466.0,9647.0,970.0,2039.0,8551.0,9100.0,5471.0,725.0,4607.0,352.0,2339.0,862.0,241.0,1381.0,3755.0,2842.0,50031.0,107.0,210.8623679646855,-103.0,105.0,-49.0,2829.0,-151.0,-136.0,412.0,-168.0,-346.0,-373.0,182.0,-55.0,-334.0,-71.0,5.0,-177.0,-215.0,78.0,-2346.0,1.0,2.39382508113286,1
27171_2016,129922.0,49949.0,45887.0,7150.0,3196.0,4799.0,14520.0,37455.0,10588.0,4056.0,8956.0,615.0,3610.0,2132.0,918.0,1759.0,1096.0,5484.0,105860.0,152.0,116.99327288680901,2536.0,578.0,823.0,-800.0,-777.0,16.0,1340.0,161.0,1147.0,-115.0,384.0,136.0,450.0,-203.0,177.0,250.0,18.0,-2300.0,7421.0,25.0,17.296288916828004,0
27171_2018,132745.0,51234.0,47246.0,5850.0,2365.0,4727.0,15650.0,37650.0,12212.0,3495.0,9695.0,685.0,3770.0,2131.0,781.0,1761.0,1137.0,4319.0,102839.0,140.0,105.46536592715357,2823.0,1285.0,1359.0,-1300.0,-831.0,-72.0,1130.0,195.0,1624.0,-561.0,739.0,70.0,160.0,-1.0,-137.0,2.0,41.0,-1165.0,-3021.0,-12.0,-11.52790695965544,0
27171_2020,136387.0,52587.0,49097.0,12323.0,2010.0,5334.0,17082.0,38061.0,12812.0,2272.0,11175.0,647.0,3534.0,1983.0,597.0,1390.0,1133.0,5852.0,113775.0,137.0,100.44945632648273,3642.0,1353.0,1851.0,6473.0,-355.0,607.0,1432.0,411.0,600.0,-1223.0,1480.0,-38.0,-236.0,-148.0,-184.0,-371.0,-4.0,1533.0,10936.0,-3.0,-5.015909600670838,0
27173_2016,10038.0,4738.0,4174.0,1115.0,165.0,658.0,2028.0,2330.0,1207.0,362.0,941.0,62.0,234.0,123.0,46.0,192.0,292.0,758.0,9202.0,22.0,219.16716477385935,-195.0,-31.0,-19.0,-203.0,-23.0,33.0,0.0,-74.0,-23.0,43.0,25.0,22.0,0.0,16.0,-13.0,23.0,-2.0,-78.0,-3604.0,4.0,43.265669611150486,1
27173_2018,9868.0,4761.0,4165.0,1297.0,152.0,598.0,1951.0,2279.0,1288.0,433.0,1005.0,72.0,274.0,102.0,65.0,210.0,285.0,546.0,8494.0,21.0,212.80907985407376,-170.0,23.0,-9.0,182.0,-13.0,-60.0,-77.0,-51.0,81.0,71.0,64.0,10.0,40.0,-21.0,19.0,18.0,-7.0,-212.0,-708.0,-1.0,-6.358084919785597,1
27173_2020,9775.0,4763.0,4088.0,1805.0,92.0,564.0,2015.0,2263.0,1310.0,314.0,1050.0,59.0,255.0,65.0,100.0,230.0,234.0,332.0,8299.0,17.0,173.91304347826087,-93.0,2.0,-77.0,508.0,-60.0,-34.0,64.0,-16.0,22.0,-119.0,45.0,-13.0,-19.0,-37.0,35.0,20.0,-51.0,-214.0,-195.0,-4.0,-38.89603637581288,0
28001_2016,31747.0,14627.0,11586.0,8905.0,1201.0,4261.0,5339.0,7091.0,4534.0,1616.0,19856.0,1638.0,809.0,1704.0,278.0,1014.0,2430.0,4798.0,31497.0,87.0,274.0416417299273,-442.0,-13.0,-495.0,-161.0,-113.0,-361.0,160.0,130.0,-615.0,10.0,-75.0,633.0,312.0,28.0,-101.0,-50.0,453.0,-1246.0,-1237.0,-3.0,-5.55697891687754,1
28001_2018,31547.0,14650.0,11341.0,9930.0,1161.0,4843.0,5586.0,6604.0,4816.0,1476.0,20139.0,1662.0,819.0,1841.0,267.0,998.0,2607.0,4289.0,30260.0,69.0,218.72127302120649,-200.0,23.0,-245.0,1025.0,-40.0,582.0,247.0,-487.0,282.0,-140.0,283.0,24.0,10.0,137.0,-11.0,-16.0,177.0,-509.0,-1237.0,-18.0,-55.32036870872079,1
28001_2020,31103.0,14719.0,11129.0,12588.0,1051.0,5335.0,5811.0,6645.0,4727.0,1161.0,19827.0,1914.0,638.0,1964.0,87.0,1211.0,2519.0,4105.0,30359.0,74.0,237.9191717840723,-444.0,69.0,-212.0,2658.0,-110.0,492.0,225.0,41.0,-89.0,-315.0,-312.0,252.0,-181.0,123.0,-180.0,213.0,-88.0,-184.0,99.0,5.0,19.197898762865805,1
28003_2016,37309.0,17126.0,14776.0,7305.0,1259.0,4688.0,6330.0,8915.0,7327.0,1282.0,6238.0,414.0,348.0,2479.0,335.0,814.0,478.0,5877.0,36243.0,135.0,361.8429869468493,30.0,29.0,125.0,-913.0,-513.0,-689.0,268.0,-79.0,135.0,-48.0,119.0,-25.0,23.0,-165.0,-49.0,-79.0,9.0,-903.0,-189.0,1.0,2.3912849162154544,1
28003_2018,37180.0,17213.0,14502.0,6231.0,1428.0,4680.0,6605.0,8763.0,7752.0,1014.0,6357.0,324.0,285.0,2738.0,211.0,616.0,614.0,5610.0,31314.0,131.0,352.3399677245831,-129.0,87.0,-274.0,-1074.0,169.0,-8.0,275.0,-152.0,425.0,-268.0,119.0,-90.0,-63.0,259.0,-124.0,-198.0,136.0,-267.0,-4929.0,-4.0,-9.503019222266175,1
28003_2020,37058.0,17272.0,14610.0,12265.0,1007.0,4966.0,6814.0,8569.0,7970.0,945.0,6810.0,118.0,702.0,2662.0,193.0,903.0,748.0,5001.0,36682.0,126.0,340.0075557234605,-122.0,59.0,108.0,6034.0,-421.0,286.0,209.0,-194.0,218.0,-69.0,453.0,-206.0,417.0,-76.0,-18.0,287.0,134.0,-609.0,5368.0,-5.0,-12.332412001122634,1
28005_2016,12692.0,6634.0,4957.0,3519.0,537.0,2165.0,2655.0,2710.0,2718.0,346.0,5412.0,2.0,4.0,1928.0,74.0,282.0,107.0,1828.0,9482.0,54.0,425.46485975417585,-265.0,4.0,-116.0,159.0,-201.0,-151.0,122.0,-111.0,-648.0,81.0,-137.0,1.0,-2.0,-15.0,33.0,-111.0,9.0,-100.0,-1340.0,17.0,139.9049307582663,1
28005_2018,12468.0,6733.0,5003.0,2999.0,395.0,1857.0,2762.0,2592.0,2404.0,451.0,5312.0,19.0,16.0,2218.0,95.0,366.0,108.0,1865.0,9300.0,57.0,457.17035611164584,-224.0,99.0,46.0,-520.0,-142.0,-308.0,107.0,-118.0,-314.0,105.0,-100.0,17.0,12.0,290.0,21.0,84.0,1.0,37.0,-182.0,3.0,31.705496357469997,1
28005_2020,12341.0,6827.0,5416.0,4970.0,293.0,1267.0,2895.0,2532.0,3053.0,397.0,5256.0,32.0,92.0,2167.0,101.0,528.0,110.0,1648.0,9272.0,58.0,469.97812170812733,-127.0,94.0,413.0,1971.0,-102.0,-590.0,133.0,-60.0,649.0,-54.0,-56.0,13.0,76.0,-51.0,6.0,162.0,2.0,-217.0,-28.0,1.0,12.807765596481488,1
28007_2016,19085.0,9130.0,7268.0,4574.0,842.0,2913.0,3654.0,4860.0,3645.0,740.0,8657.0,24.0,184.0,1871.0,239.0,711.0,361.0,2315.0,17267.0,59.0,309.1433062614619,-218.0,-1.0,-73.0,-564.0,-235.0,-142.0,175.0,-123.0,-191.0,-97.0,9.0,-33.0,-41.0,-162.0,6.0,17.0,-2.0,-595.0,-702.0,-12.0,-58.67516755089889,1
28007_2018,18581.0,9200.0,7129.0,4218.0,778.0,2893.0,3480.0,4739.0,4062.0,777.0,8591.0,62.0,182.0,2091.0,241.0,730.0,361.0,2022.0,15849.0,51.0,274.4739249771272,-504.0,70.0,-139.0,-356.0,-64.0,-20.0,-174.0,-121.0,417.0,37.0,-66.0,38.0,-2.0,220.0,2.0,19.0,0.0,-293.0,-1418.0,-8.0,-34.66938128433469,1
28007_2020,18308.0,9278.0,6890.0,6553.0,573.0,2543.0,3539.0,4617.0,3982.0,677.0,8557.0,52.0,215.0,1983.0,175.0,729.0,347.0,1656.0,15973.0,57.0,311.339305221761,-273.0,78.0,-239.0,2335.0,-205.0,-350.0,59.0,-122.0,-80.0,-100.0,-34.0,-10.0,33.0,-108.0,-66.0,-1.0,-14.0,-366.0,124.0,6.0,36.8653802446338,1
28009_2016,8378.0,4204.0,3126.0,1882.0,480.0,1362.0,1461.0,1932.0,1541.0,233.0,3336.0,31.0,9.0,1124.0,46.0,116.0,78.0,1527.0,6006.0,23.0,274.528527094772,-195.0,17.0,86.0,48.0,-120.0,-206.0,-6.0,-125.0,-49.0,9.0,-80.0,21.0,5.0,341.0,-22.0,-105.0,-1.0,69.0,-1298.0,-6.0,-63.74278983045838,1
28009_2018,8253.0,4238.0,3033.0,1910.0,273.0,1741.0,1450.0,1800.0,1508.0,202.0,3267.0,59.0,10.0,1275.0,46.0,99.0,80.0,1298.0,5989.0,17.0,205.98570216890826,-125.0,34.0,-93.0,28.0,-207.0,379.0,-11.0,-132.0,-33.0,-31.0,-69.0,28.0,1.0,151.0,0.0,-17.0,2.0,-229.0,-17.0,-6.0,-68.54282492586375,1
28009_2020,8275.0,4277.0,3183.0,2221.0,89.0,1502.0,1489.0,1747.0,1493.0,171.0,3276.0,55.0,49.0,1197.0,63.0,153.0,76.0,1212.0,6120.0,29.0,350.453172205438,22.0,39.0,150.0,311.0,-184.0,-239.0,39.0,-53.0,-15.0,-31.0,9.0,-4.0,39.0,-78.0,17.0,54.0,-4.0,-86.0,131.0,12.0,144.46747003652976,1
28011_2016,33615.0,14267.0,12598.0,12097.0,1974.0,5377.0,4720.0,8445.0,5490.0,2063.0,22750.0,166.0,642.0,1537.0,410.0,1602.0,1604.0,5854.0,35150.0,83.0,246.91358024691357,-346.0,107.0,221.0,904.0,-525.0,6.0,299.0,-183.0,1394.0,-49.0,-137.0,24.0,51.0,75.0,-143.0,31.0,-22.0,-436.0,-422.0,-13.0,-35.763608292882054,1
28011_2018,32592.0,14362.0,12159.0,10723.0,1267.0,4804.0,4739.0,8145.0,6187.0,1962.0,22013.0,85.0,509.0,1335.0,201.0,1557.0,1542.0,4670.0,32459.0,78.0,239.32253313696614,-1023.0,95.0,-439.0,-1374.0,-707.0,-573.0,19.0,-300.0,697.0,-101.0,-737.0,-81.0,-133.0,-202.0,-209.0,-45.0,-62.0,-1184.0,-2691.0,-5.0,-7.591047109947425,1
28011_2020,31253.0,14377.0,12114.0,13763.0,873.0,3927.0,4876.0,7733.0,5476.0,1547.0,21256.0,166.0,496.0,1244.0,375.0,1302.0,1308.0,4933.0,31277.0,90.0,287.97235465395323,-1339.0,15.0,-45.0,3040.0,-394.0,-877.0,137.0,-412.0,-711.0,-415.0,-757.0,81.0,-13.0,-91.0,174.0,-255.0,-234.0,263.0,-1182.0,12.0,48.64982151698709,1
28013_2016,14724.0,6935.0,5820.0,3791.0,582.0,2517.0,2565.0,3582.0,2956.0,599.0,5095.0,165.0,44.0,1368.0,174.0,577.0,231.0,2134.0,12130.0,45.0,305.62347188264056,-117.0,21.0,-93.0,99.0,-95.0,-480.0,35.0,-65.0,-7.0,-38.0,-11.0,-87.0,-7.0,171.0,20.0,25.0,-3.0,-424.0,202.0,-3.0,-17.804868525687766,1
28013_2018,14571.0,6970.0,5797.0,3577.0,416.0,2267.0,2623.0,3486.0,3193.0,683.0,5142.0,144.0,72.0,1305.0,206.0,504.0,245.0,1708.0,11958.0,40.0,274.5178779768032,-153.0,35.0,-23.0,-214.0,-166.0,-250.0,58.0,-96.0,237.0,84.0,47.0,-21.0,28.0,-63.0,32.0,-73.0,14.0,-426.0,-172.0,-5.0,-31.10559390583734,1
28013_2020,14417.0,7015.0,5771.0,4696.0,217.0,2168.0,2720.0,3383.0,3286.0,413.0,5143.0,153.0,43.0,1138.0,163.0,464.0,246.0,1909.0,12160.0,62.0,430.0478601650829,-154.0,45.0,-26.0,1119.0,-199.0,-99.0,97.0,-103.0,93.0,-270.0,1.0,9.0,-29.0,-167.0,-43.0,-40.0,1.0,201.0,202.0,22.0,155.5299821882797,1
28015_2016,10301.0,5063.0,3674.0,1759.0,365.0,1394.0,2150.0,2062.0,1768.0,199.0,3653.0,37.0,2.0,1067.0,81.0,137.0,158.0,1207.0,7675.0,23.0,223.2792932724978,-117.0,6.0,-114.0,-485.0,-169.0,-297.0,137.0,-73.0,143.0,-49.0,-25.0,5.0,-5.0,-313.0,43.0,3.0,-84.0,-288.0,323.0,-17.0,-160.671561018153,1
28015_2018,10129.0,5154.0,3658.0,1477.0,377.0,1324.0,2249.0,1969.0,1939.0,174.0,3618.0,12.0,3.0,1473.0,134.0,173.0,166.0,841.0,6887.0,29.0,286.30664428867607,-172.0,91.0,-16.0,-282.0,12.0,-70.0,99.0,-93.0,171.0,-25.0,-35.0,-25.0,1.0,406.0,53.0,36.0,8.0,-366.0,-788.0,6.0,63.02735101617827,1
28015_2020,9972.0,5192.0,4018.0,2848.0,308.0,1178.0,2352.0,1885.0,1696.0,166.0,3556.0,0.0,7.0,1100.0,108.0,171.0,280.0,683.0,7162.0,35.0,350.98275170477336,-157.0,38.0,360.0,1371.0,-69.0,-146.0,103.0,-84.0,-243.0,-8.0,-62.0,-12.0,4.0,-373.0,-26.0,-2.0,114.0,-158.0,275.0,6.0,64.6761074160973,1
28017_2016,17357.0,7507.0,6398.0,4623.0,798.0,3073.0,2668.0,4365.0,2862.0,886.0,8484.0,197.0,94.0,1958.0,181.0,612.0,319.0,2577.0,16045.0,59.0,339.9204931727833,-19.0,7.0,-162.0,292.0,-116.0,7.0,97.0,-65.0,42.0,-17.0,172.0,61.0,22.0,-28.0,24.0,-14.0,-8.0,-402.0,-839.0,14.0,80.94259262029715,1
28017_2018,17279.0,7604.0,6426.0,3576.0,411.0,3142.0,2798.0,4307.0,2788.0,839.0,8652.0,121.0,43.0,1914.0,127.0,589.0,382.0,2374.0,15600.0,68.0,393.5412928988946,-78.0,97.0,28.0,-1047.0,-387.0,69.0,130.0,-58.0,-74.0,-47.0,168.0,-76.0,-51.0,-44.0,-54.0,-23.0,63.0,-203.0,-445.0,9.0,53.62079972611127,1
28017_2020,17060.0,7587.0,6523.0,6234.0,258.0,2559.0,2966.0,4229.0,2937.0,888.0,8628.0,158.0,54.0,1692.0,101.0,604.0,561.0,1955.0,15470.0,52.0,304.8065650644783,-219.0,-17.0,97.0,2658.0,-153.0,-583.0,168.0,-78.0,149.0,49.0,-24.0,37.0,11.0,-222.0,-26.0,15.0,179.0,-419.0,-130.0,-16.0,-88.73472783441628,1
28019_2016,8320.0,4158.0,3184.0,1993.0,454.0,1055.0,1598.0,1912.0,1986.0,239.0,2699.0,4.0,72.0,728.0,90.0,312.0,144.0,993.0,6709.0,31.0,372.59615384615387,-79.0,-2.0,-231.0,-85.0,-88.0,-60.0,63.0,-50.0,63.0,-21.0,-15.0,3.0,18.0,-28.0,-23.0,-75.0,-46.0,-376.0,-846.0,7.0,86.8478504767051,1
28019_2018,8321.0,4200.0,3164.0,1888.0,301.0,1134.0,1740.0,1844.0,2120.0,188.0,2708.0,0.0,64.0,1010.0,89.0,243.0,158.0,694.0,6987.0,29.0,348.51580338901573,1.0,42.0,-20.0,-105.0,-153.0,79.0,142.0,-68.0,134.0,-51.0,9.0,-4.0,-8.0,282.0,-1.0,-69.0,14.0,-299.0,278.0,-2.0,-24.080350457138138,1
28019_2020,8206.0,4215.0,3353.0,2243.0,321.0,970.0,1796.0,1783.0,2102.0,131.0,2681.0,0.0,39.0,1137.0,34.0,177.0,155.0,604.0,6699.0,40.0,487.4482086278333,-115.0,15.0,189.0,355.0,20.0,-164.0,56.0,-61.0,-18.0,-57.0,-27.0,0.0,-25.0,127.0,-55.0,-66.0,-3.0,-90.0,-288.0,11.0,138.93240523881758,1
28021_2016,9209.0,4222.0,3134.0,3554.0,634.0,1184.0,1381.0,1999.0,1333.0,551.0,8047.0,18.0,283.0,1512.0,192.0,270.0,596.0,1441.0,12429.0,33.0,358.3450971875339,-187.0,1.0,-29.0,325.0,94.0,-21.0,134.0,-132.0,41.0,14.0,-48.0,0.0,83.0,-4.0,22.0,-122.0,65.0,-548.0,50.0,-15.0,-152.51058608194245,1
28021_2018,9120.0,4277.0,3009.0,3698.0,470.0,1196.0,1398.0,1992.0,1328.0,471.0,8057.0,34.0,214.0,1616.0,171.0,314.0,727.0,1475.0,11597.0,41.0,449.5614035087719,-89.0,55.0,-125.0,144.0,-164.0,12.0,17.0,-7.0,-5.0,-80.0,10.0,16.0,-69.0,104.0,-21.0,44.0,131.0,34.0,-832.0,8.0,91.216306321238,1
28021_2020,9042.0,4344.0,2900.0,4192.0,330.0,1083.0,1521.0,2005.0,1249.0,209.0,8038.0,37.0,95.0,1620.0,69.0,279.0,812.0,1709.0,10904.0,38.0,420.26100420261,-78.0,67.0,-109.0,494.0,-140.0,-113.0,123.0,13.0,-79.0,-262.0,-19.0,3.0,-119.0,4.0,-102.0,-35.0,85.0,234.0,-693.0,-3.0,-29.300399306161864,1
28023_2016,16203.0,7888.0,6598.0,3087.0,722.0,2203.0,2972.0,3802.0,3702.0,684.0,5891.0,0.0,6.0,2270.0,74.0,484.0,55.0,1773.0,14340.0,67.0,413.5036721594766,-306.0,7.0,144.0,-874.0,-138.0,-364.0,119.0,-150.0,-527.0,-40.0,-117.0,-20.0,-6.0,-30.0,-48.0,-32.0,-21.0,-786.0,1411.0,-6.0,-28.679379509310138,1
28023_2018,15928.0,7987.0,6258.0,3039.0,564.0,2091.0,3113.0,3601.0,3652.0,621.0,5845.0,0.0,4.0,2182.0,55.0,351.0,52.0,1481.0,13607.0,72.0,452.03415369161223,-275.0,99.0,-340.0,-48.0,-158.0,-112.0,141.0,-201.0,-50.0,-63.0,-46.0,0.0,-2.0,-88.0,-19.0,-133.0,-3.0,-292.0,-733.0,5.0,38.53048153213564,1
28023_2020,15612.0,8017.0,6253.0,4958.0,424.0,1567.0,3189.0,3475.0,3882.0,696.0,5777.0,0.0,0.0,2284.0,92.0,380.0,56.0,1991.0,13829.0,80.0,512.4263387138099,-316.0,30.0,-5.0,1919.0,-140.0,-524.0,76.0,-126.0,230.0,75.0,-68.0,0.0,-4.0,102.0,37.0,29.0,4.0,510.0,222.0,8.0,60.39218502219762,1
28025_2016,20147.0,9194.0,7781.0,5159.0,1217.0,2837.0,3305.0,4913.0,2900.0,1130.0,12224.0,41.0,106.0,1448.0,90.0,728.0,248.0,3046.0,17497.0,68.0,337.5192336327989,-267.0,-3.0,16.0,-363.0,-368.0,11.0,198.0,-224.0,-491.0,-86.0,-96.0,1.0,27.0,54.0,-101.0,-28.0,-34.0,-364.0,-2285.0,6.0,33.80609559027903,1
28025_2018,19808.0,9261.0,7755.0,4548.0,965.0,2464.0,3452.0,4618.0,2172.0,1083.0,12086.0,11.0,83.0,1658.0,46.0,598.0,265.0,2193.0,16336.0,43.0,217.08400646203555,-339.0,67.0,-26.0,-611.0,-252.0,-373.0,147.0,-295.0,-728.0,-47.0,-138.0,-30.0,-23.0,210.0,-44.0,-130.0,17.0,-853.0,-1161.0,-25.0,-120.43522717076334,1
28025_2020,19515.0,9333.0,7728.0,7262.0,699.0,2185.0,3580.0,4448.0,1648.0,892.0,11968.0,0.0,94.0,1622.0,49.0,695.0,290.0,2480.0,17114.0,57.0,292.0830130668717,-293.0,72.0,-27.0,2714.0,-266.0,-279.0,128.0,-170.0,-524.0,-191.0,-118.0,-11.0,11.0,-36.0,3.0,97.0,25.0,287.0,778.0,14.0,74.99900660483613,1
28027_2016,24804.0,10763.0,9084.0,8541.0,2294.0,3413.0,3302.0,6886.0,3585.0,1690.0,19358.0,85.0,473.0,1057.0,193.0,1225.0,733.0,3958.0,25427.0,61.0,245.92807611675536,-723.0,-11.0,-266.0,-792.0,209.0,-116.0,79.0,-414.0,-348.0,-275.0,-366.0,-9.0,143.0,-218.0,-47.0,-94.0,40.0,-588.0,-2335.0,-7.0,-20.45653625445945,1
28027_2018,23802.0,10733.0,8744.0,7896.0,1834.0,3116.0,3358.0,6538.0,3327.0,1418.0,18757.0,28.0,370.0,984.0,170.0,1114.0,750.0,3021.0,23865.0,60.0,252.07965717166624,-1002.0,-30.0,-340.0,-645.0,-460.0,-297.0,56.0,-348.0,-258.0,-272.0,-601.0,-57.0,-103.0,-73.0,-23.0,-111.0,17.0,-937.0,-1562.0,-1.0,6.151581054910878,1
28027_2020,22685.0,10699.0,8614.0,11424.0,1059.0,2742.0,3436.0,6112.0,3313.0,1100.0,18055.0,29.0,417.0,999.0,136.0,1079.0,737.0,2905.0,22687.0,63.0,277.71655278818605,-1117.0,-34.0,-130.0,3528.0,-775.0,-374.0,78.0,-426.0,-14.0,-318.0,-702.0,1.0,47.0,15.0,-34.0,-35.0,-13.0,-116.0,-1178.0,3.0,25.63689561651981,1
28029_2016,28780.0,12139.0,9851.0,7844.0,1709.0,4152.0,4391.0,6884.0,4778.0,1161.0,15891.0,272.0,46.0,3271.0,391.0,820.0,1113.0,5103.0,28526.0,117.0,406.53231410701875,-248.0,-7.0,-153.0,306.0,-182.0,284.0,204.0,-124.0,174.0,157.0,24.0,-36.0,-5.0,62.0,23.0,-113.0,-83.0,-657.0,-3909.0,31.0,110.26663958586676,1
28029_2018,28721.0,12224.0,9623.0,6662.0,1250.0,3796.0,4701.0,6712.0,4101.0,1098.0,16068.0,233.0,10.0,3461.0,359.0,712.0,1033.0,4193.0,26700.0,72.0,250.6876501514571,-59.0,85.0,-228.0,-1182.0,-459.0,-356.0,310.0,-172.0,-677.0,-63.0,177.0,-39.0,-36.0,190.0,-32.0,-108.0,-80.0,-910.0,-1826.0,-45.0,-155.84466395556166,1
28029_2020,28339.0,12363.0,9568.0,8781.0,871.0,2994.0,4923.0,6544.0,3895.0,808.0,15993.0,178.0,7.0,3636.0,227.0,802.0,892.0,3429.0,26527.0,97.0,342.2844842796147,-382.0,139.0,-55.0,2119.0,-379.0,-802.0,222.0,-168.0,-206.0,-290.0,-75.0,-55.0,-3.0,175.0,-132.0,90.0,-141.0,-764.0,-173.0,25.0,91.59683412815758,1
28031_2016,19503.0,8511.0,6950.0,4943.0,1075.0,2631.0,3286.0,4869.0,4381.0,796.0,7567.0,25.0,29.0,2109.0,150.0,478.0,244.0,3060.0,16872.0,76.0,389.68363841460285,8.0,11.0,-9.0,-505.0,80.0,-225.0,-33.0,-103.0,-121.0,-15.0,90.0,25.0,-7.0,-244.0,44.0,50.0,-28.0,-125.0,-759.0,18.0,92.17145580367702,1
28031_2018,19091.0,8668.0,6794.0,4579.0,800.0,2105.0,3094.0,4778.0,3645.0,672.0,7522.0,24.0,17.0,2354.0,143.0,293.0,246.0,2651.0,15125.0,74.0,387.6172018228485,-412.0,157.0,-156.0,-364.0,-275.0,-526.0,-192.0,-91.0,-736.0,-124.0,-45.0,-1.0,-12.0,245.0,-7.0,-185.0,2.0,-409.0,-1747.0,-2.0,-2.066436591754382,1
28031_2020,18810.0,8709.0,7042.0,7328.0,429.0,2272.0,3212.0,4591.0,3423.0,698.0,7469.0,38.0,98.0,3108.0,57.0,370.0,241.0,2391.0,14601.0,72.0,382.7751196172249,-281.0,41.0,248.0,2749.0,-371.0,167.0,118.0,-187.0,-222.0,26.0,-53.0,14.0,81.0,754.0,-86.0,77.0,-5.0,-260.0,-524.0,-2.0,-4.842082205623569,1
28033_2016,170890.0,64022.0,60575.0,16948.0,6079.0,11957.0,19983.0,45772.0,18973.0,6874.0,55690.0,1408.0,2746.0,2971.0,1312.0,1915.0,776.0,19084.0,151600.0,310.0,181.40324185148341,4624.0,1319.0,1618.0,692.0,-1154.0,112.0,1822.0,172.0,1217.0,229.0,3866.0,-257.0,-98.0,202.0,47.0,307.0,14.0,-3951.0,14453.0,17.0,5.1796002169941175,1
28033_2018,176132.0,66159.0,62078.0,15832.0,5419.0,11828.0,21739.0,46078.0,20490.0,6278.0,60804.0,2021.0,2796.0,3251.0,1555.0,1933.0,761.0,15675.0,148841.0,349.0,198.14684441214544,5242.0,2137.0,1503.0,-1116.0,-660.0,-129.0,1756.0,306.0,1517.0,-596.0,5114.0,613.0,50.0,280.0,243.0,18.0,-15.0,-3409.0,-2759.0,39.0,16.743602560662026,1
28033_2020,182256.0,68411.0,64424.0,29642.0,4381.0,10756.0,23617.0,46689.0,22297.0,5145.0,67759.0,2199.0,2617.0,3243.0,1382.0,1739.0,840.0,15519.0,167614.0,412.0,226.05565797559478,6124.0,2252.0,2346.0,13810.0,-1038.0,-1072.0,1878.0,611.0,1807.0,-1133.0,6955.0,178.0,-179.0,-8.0,-173.0,-194.0,79.0,-156.0,18773.0,63.0,27.908813563449343,1
28035_2016,76274.0,32615.0,28022.0,19870.0,4597.0,6451.0,9599.0,17649.0,15314.0,3883.0,32486.0,535.0,3089.0,3071.0,797.0,2244.0,3900.0,12247.0,92256.0,210.0,275.32317696724965,115.0,187.0,361.0,-710.0,-393.0,-961.0,467.0,-224.0,-341.0,261.0,364.0,-121.0,-94.0,-135.0,129.0,-90.0,-152.0,-264.0,-554.0,63.0,82.30593671987245,1
