,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths,"Deaths per 100,000 Population",C-E_TOTPOP,C-E_HU,C-E_HH,C-E_POV,C-E_UNEMP,C-E_NOHSDP,C-E_AGE65,C-E_AGE17,C-E_DISABL,C-E_SNGPNT,C-E_MINRTY,C-E_LIMENG,C-E_MUNIT,C-E_MOBILE,C-E_CROWD,C-E_NOVEH,C-E_GROUPQ,C-E_UNINSUR,C-E_DAYPOP,C-Deaths,"C-Deaths per 100,000 Population",Risk Category
28035_2018,75517.0,32955.0,28033.0,17973.0,3634.0,6090.0,9784.0,17509.0,15917.0,3647.0,32498.0,361.0,3502.0,3380.0,707.0,2129.0,3946.0,10606.0,89260.0,159.0,210.5486181919303,-757.0,340.0,11.0,-1897.0,-963.0,-361.0,185.0,-140.0,603.0,-236.0,12.0,-174.0,413.0,309.0,-90.0,-115.0,46.0,-1641.0,-2996.0,-51.0,-64.77455877531935,1
28035_2020,75162.0,33091.0,28116.0,26480.0,2626.0,5389.0,10246.0,17430.0,15208.0,3049.0,32413.0,332.0,3274.0,3744.0,744.0,2278.0,3521.0,10076.0,91233.0,165.0,219.5258242196855,-355.0,136.0,83.0,8507.0,-1008.0,-701.0,462.0,-79.0,-709.0,-598.0,-85.0,-29.0,-228.0,364.0,37.0,149.0,-425.0,-530.0,1973.0,6.0,8.977206027755187,1
28037_2016,7818.0,4162.0,3096.0,1442.0,330.0,843.0,1405.0,1918.0,1523.0,348.0,2877.0,4.0,0.0,1153.0,39.0,193.0,99.0,1238.0,6803.0,30.0,383.7298541826554,-126.0,12.0,-251.0,2.0,-74.0,-144.0,50.0,-60.0,75.0,-70.0,-15.0,2.0,-5.0,-57.0,-28.0,38.0,6.0,-247.0,-221.0,-10.0,-119.79481852630738,1
28037_2018,7757.0,4226.0,3004.0,1264.0,186.0,837.0,1449.0,1863.0,1227.0,297.0,2858.0,4.0,0.0,1390.0,41.0,116.0,99.0,851.0,6530.0,29.0,373.8558721155086,-61.0,64.0,-92.0,-178.0,-144.0,-6.0,44.0,-55.0,-296.0,-51.0,-19.0,0.0,0.0,237.0,2.0,-77.0,0.0,-387.0,-273.0,-1.0,-9.873982067146812,1
28037_2020,7716.0,4288.0,3031.0,2853.0,56.0,872.0,1537.0,1803.0,1716.0,249.0,2858.0,3.0,7.0,1086.0,57.0,104.0,84.0,764.0,6399.0,20.0,259.2016588906169,-41.0,62.0,27.0,1589.0,-130.0,35.0,88.0,-60.0,489.0,-48.0,0.0,-1.0,7.0,-304.0,16.0,-12.0,-15.0,-87.0,-131.0,-9.0,-114.65421322489169,1
28039_2016,23313.0,9364.0,7410.0,4096.0,785.0,2984.0,3283.0,6148.0,4671.0,509.0,2810.0,114.0,0.0,2163.0,131.0,258.0,493.0,3822.0,20570.0,51.0,218.7620640844164,353.0,22.0,-164.0,45.0,-155.0,353.0,224.0,71.0,426.0,-170.0,92.0,-82.0,-19.0,-349.0,-48.0,-173.0,-60.0,-421.0,2543.0,2.0,5.347429938074953,1
28039_2018,23710.0,9494.0,7362.0,3397.0,843.0,2809.0,3389.0,6298.0,4850.0,336.0,2994.0,150.0,37.0,2121.0,115.0,373.0,507.0,3583.0,20163.0,65.0,274.14592998734713,397.0,130.0,-48.0,-699.0,58.0,-175.0,106.0,150.0,179.0,-173.0,184.0,36.0,37.0,-42.0,-16.0,115.0,14.0,-239.0,-407.0,14.0,55.38386590293072,1
28039_2020,24098.0,9546.0,8085.0,7286.0,1175.0,2468.0,3555.0,6365.0,4850.0,488.0,3082.0,124.0,145.0,1879.0,208.0,496.0,615.0,3768.0,20980.0,83.0,344.42692339613245,388.0,52.0,723.0,3889.0,332.0,-341.0,166.0,67.0,0.0,152.0,88.0,-26.0,108.0,-242.0,93.0,123.0,108.0,185.0,817.0,18.0,70.28099340878532,1
28041_2016,13941.0,5132.0,4164.0,1914.0,454.0,2468.0,1671.0,2861.0,2493.0,304.0,3937.0,3.0,52.0,1082.0,105.0,231.0,3319.0,1968.0,11224.0,61.0,437.5582813284556,-367.0,16.0,-93.0,36.0,-167.0,-121.0,8.0,-116.0,48.0,22.0,-183.0,-33.0,-41.0,-332.0,-86.0,2.0,98.0,-411.0,-481.0,23.0,171.9725949991294,1
28041_2018,13714.0,5216.0,4172.0,1475.0,394.0,2231.0,1776.0,2716.0,2051.0,237.0,3818.0,3.0,72.0,833.0,145.0,122.0,3506.0,1330.0,11339.0,44.0,320.8400175003646,-227.0,84.0,8.0,-439.0,-60.0,-237.0,105.0,-145.0,-442.0,-67.0,-119.0,0.0,20.0,-249.0,40.0,-109.0,187.0,-638.0,115.0,-17.0,-116.71826382809104,1
28041_2020,13619.0,5225.0,3825.0,2035.0,575.0,2147.0,1924.0,2640.0,1929.0,231.0,3820.0,0.0,92.0,1226.0,133.0,172.0,4065.0,1127.0,11135.0,49.0,359.791467802335,-95.0,9.0,-347.0,560.0,181.0,-84.0,148.0,-76.0,-122.0,-6.0,2.0,-3.0,20.0,393.0,-12.0,50.0,559.0,-203.0,-204.0,5.0,38.9514503019704,1
28043_2016,21518.0,10186.0,7508.0,5090.0,887.0,3289.0,3556.0,5124.0,4647.0,1037.0,9609.0,8.0,304.0,1602.0,155.0,548.0,339.0,3005.0,26288.0,78.0,362.4872200018589,-142.0,13.0,-73.0,264.0,-116.0,139.0,147.0,-104.0,539.0,217.0,33.0,-7.0,-27.0,-24.0,10.0,-48.0,-22.0,-297.0,2484.0,-5.0,-20.70760917634982,1
28043_2018,21278.0,10240.0,8224.0,5090.0,617.0,2873.0,3644.0,5071.0,4255.0,1010.0,9595.0,31.0,167.0,1402.0,191.0,668.0,349.0,2528.0,22476.0,72.0,338.3776670739731,-240.0,54.0,716.0,0.0,-270.0,-416.0,88.0,-53.0,-392.0,-27.0,-14.0,23.0,-137.0,-200.0,36.0,120.0,10.0,-477.0,-3812.0,-6.0,-24.109552927885773,1
28043_2020,20927.0,10243.0,8476.0,6678.0,470.0,2476.0,3697.0,4998.0,3998.0,883.0,9643.0,30.0,316.0,1197.0,121.0,731.0,331.0,2675.0,24154.0,66.0,315.3820423376499,-351.0,3.0,252.0,1588.0,-147.0,-397.0,53.0,-73.0,-257.0,-127.0,48.0,-1.0,149.0,-205.0,-70.0,63.0,-18.0,147.0,1678.0,-6.0,-22.99562473632318,1
28045_2016,46028.0,23623.0,18782.0,8490.0,1882.0,5022.0,8019.0,10335.0,7988.0,1980.0,6821.0,60.0,866.0,2987.0,409.0,793.0,420.0,8184.0,42960.0,137.0,297.64491179282174,892.0,836.0,369.0,-396.0,-408.0,325.0,562.0,25.0,304.0,260.0,253.0,-163.0,115.0,-416.0,-145.0,77.0,-58.0,-1202.0,1636.0,45.0,93.8164821579405,1
28045_2018,46653.0,24818.0,19519.0,8316.0,1690.0,4438.0,8941.0,9939.0,8963.0,2219.0,7116.0,105.0,933.0,2875.0,354.0,1088.0,331.0,6685.0,40446.0,128.0,274.36606434741606,625.0,1195.0,737.0,-174.0,-192.0,-584.0,922.0,-396.0,975.0,239.0,295.0,45.0,67.0,-112.0,-55.0,295.0,-89.0,-1499.0,-2514.0,-9.0,-23.278847445405688,1
28045_2020,47339.0,25862.0,21494.0,11585.0,1358.0,3302.0,9602.0,9604.0,6969.0,2072.0,7242.0,142.0,968.0,2542.0,547.0,1413.0,233.0,4734.0,42875.0,148.0,312.6386277699149,686.0,1044.0,1975.0,3269.0,-332.0,-1136.0,661.0,-335.0,-1994.0,-147.0,126.0,37.0,35.0,-333.0,193.0,325.0,-98.0,-1951.0,2429.0,20.0,38.27256342249882,1
28047_2016,198570.0,89738.0,76660.0,40538.0,8886.0,17606.0,26344.0,48336.0,29210.0,9453.0,69626.0,2753.0,11402.0,7783.0,2513.0,4382.0,4912.0,34307.0,211680.0,538.0,270.93720098705745,4928.0,1914.0,2291.0,2968.0,-48.0,-578.0,2211.0,1059.0,1358.0,466.0,3556.0,-437.0,1663.0,-247.0,40.0,673.0,-236.0,-3208.0,15284.0,35.0,11.17950379326686,1
28047_2018,202626.0,92032.0,78863.0,39694.0,8925.0,17251.0,28457.0,49001.0,30643.0,9841.0,72462.0,2844.0,11626.0,7354.0,2322.0,5025.0,4941.0,30876.0,201289.0,591.0,291.6703680672766,4056.0,2294.0,2203.0,-844.0,39.0,-355.0,2113.0,665.0,1433.0,388.0,2836.0,91.0,224.0,-429.0,-191.0,643.0,29.0,-3431.0,-10391.0,53.0,20.733167080219175,1
28047_2020,206169.0,93678.0,80097.0,56639.0,8498.0,15052.0,30825.0,49239.0,31702.0,8133.0,75517.0,2124.0,10784.0,7572.0,2243.0,4822.0,5059.0,28620.0,216288.0,687.0,333.2217743695706,3543.0,1646.0,1234.0,16945.0,-427.0,-2199.0,2368.0,238.0,1059.0,-1708.0,3055.0,-720.0,-842.0,218.0,-79.0,-203.0,118.0,-2256.0,14999.0,96.0,41.55140630229397,1
28049_2016,244596.0,104254.0,89335.0,60356.0,12387.0,21237.0,29565.0,61224.0,30310.0,13783.0,181645.0,1545.0,7962.0,4289.0,2944.0,7461.0,8139.0,36472.0,271678.0,591.0,241.62292106166905,-1768.0,439.0,1014.0,1240.0,-341.0,-1135.0,1586.0,-2173.0,-1091.0,-618.0,1889.0,223.0,349.0,-336.0,349.0,662.0,154.0,-6299.0,-19200.0,22.0,10.663852366567482,1
28049_2018,241774.0,104261.0,88705.0,51764.0,11027.0,20091.0,31686.0,59637.0,29172.0,13040.0,181559.0,1690.0,8027.0,4266.0,2613.0,6893.0,9107.0,29775.0,240905.0,535.0,221.28103104552187,-2822.0,7.0,-630.0,-8592.0,-1360.0,-1146.0,2121.0,-1587.0,-1138.0,-743.0,-86.0,145.0,65.0,-23.0,-331.0,-568.0,968.0,-6697.0,-30773.0,-56.0,-20.341890016147175,1
28049_2020,235604.0,104356.0,88832.0,74320.0,10657.0,18090.0,33586.0,57025.0,30135.0,10000.0,178730.0,979.0,8646.0,4220.0,2440.0,6295.0,8872.0,29454.0,255153.0,659.0,279.7066263730667,-6170.0,95.0,127.0,22556.0,-370.0,-2001.0,1900.0,-2612.0,963.0,-3040.0,-2829.0,-711.0,619.0,-46.0,-173.0,-598.0,-235.0,-321.0,14248.0,124.0,58.42559532754481,1
28051_2016,18547.0,8418.0,6314.0,8046.0,1209.0,2855.0,2523.0,5015.0,2536.0,1356.0,15627.0,0.0,59.0,2518.0,230.0,730.0,659.0,3525.0,18483.0,42.0,226.4517172588559,-418.0,-6.0,-82.0,2.0,-179.0,-513.0,27.0,-207.0,153.0,33.0,-243.0,-3.0,3.0,-27.0,14.0,-139.0,5.0,-477.0,-3629.0,-13.0,-63.55619204776153,1
28051_2018,18075.0,8542.0,6269.0,7565.0,1125.0,2776.0,2557.0,4729.0,3050.0,1343.0,15248.0,0.0,75.0,2621.0,265.0,740.0,705.0,3141.0,16923.0,56.0,309.82019363762106,-472.0,124.0,-45.0,-481.0,-84.0,-79.0,34.0,-286.0,514.0,-13.0,-379.0,0.0,16.0,103.0,35.0,10.0,46.0,-384.0,-1560.0,14.0,83.36847637876517,1
28051_2020,17414.0,8593.0,6358.0,9395.0,910.0,2342.0,2641.0,4443.0,4160.0,1040.0,14758.0,5.0,120.0,2419.0,163.0,923.0,667.0,2838.0,16069.0,61.0,350.29286780751124,-661.0,51.0,89.0,1830.0,-215.0,-434.0,84.0,-286.0,1110.0,-303.0,-490.0,5.0,45.0,-202.0,-102.0,183.0,-38.0,-303.0,-854.0,5.0,40.47267416989018,1
28053_2016,8822.0,3828.0,3058.0,3706.0,880.0,1937.0,1240.0,2427.0,1328.0,458.0,6927.0,27.0,44.0,405.0,144.0,470.0,87.0,1620.0,8728.0,24.0,272.04715484017225,-284.0,-15.0,7.0,97.0,-185.0,-22.0,39.0,-111.0,-182.0,-35.0,-153.0,7.0,-9.0,-48.0,-7.0,49.0,3.0,-179.0,-20.0,-7.0,-68.38772326217781,1
28053_2018,8539.0,3833.0,3171.0,3215.0,632.0,1588.0,1323.0,2274.0,1766.0,491.0,6760.0,9.0,25.0,348.0,114.0,465.0,89.0,1301.0,8424.0,27.0,316.1962759105282,-283.0,5.0,113.0,-491.0,-248.0,-349.0,83.0,-153.0,438.0,33.0,-167.0,-18.0,-19.0,-57.0,-30.0,-5.0,2.0,-319.0,-304.0,3.0,44.14912107035593,1
28053_2020,8198.0,3816.0,3197.0,4589.0,457.0,1485.0,1382.0,2156.0,2059.0,387.0,6528.0,4.0,59.0,431.0,84.0,507.0,91.0,1195.0,8132.0,31.0,378.14101000243966,-341.0,-17.0,26.0,1374.0,-175.0,-103.0,59.0,-118.0,293.0,-104.0,-232.0,-5.0,34.0,83.0,-30.0,42.0,2.0,-106.0,-292.0,4.0,61.94473409191147,1
28057_2016,23511.0,10163.0,8858.0,4544.0,727.0,3788.0,3979.0,5251.0,4813.0,826.0,2145.0,25.0,82.0,2245.0,186.0,319.0,1059.0,2974.0,19337.0,79.0,336.0129301178172,96.0,27.0,6.0,756.0,-295.0,505.0,108.0,-38.0,-50.0,260.0,105.0,-26.0,-64.0,-254.0,4.0,51.0,65.0,143.0,-6934.0,15.0,62.68386755108645,1
28057_2018,23480.0,10289.0,8706.0,3428.0,414.0,3375.0,4005.0,5134.0,4598.0,794.0,2291.0,14.0,166.0,2189.0,129.0,337.0,1102.0,2642.0,19167.0,70.0,298.1260647359455,-31.0,126.0,-152.0,-1116.0,-313.0,-413.0,26.0,-117.0,-215.0,-32.0,146.0,-11.0,84.0,-56.0,-57.0,18.0,43.0,-332.0,-170.0,-9.0,-37.8868653818717,1
28057_2020,23396.0,10311.0,8525.0,5595.0,168.0,3232.0,4122.0,5088.0,3742.0,417.0,2362.0,45.0,219.0,2016.0,48.0,328.0,1046.0,2716.0,19214.0,86.0,367.58420242776543,-84.0,22.0,-181.0,2167.0,-246.0,-143.0,117.0,-46.0,-856.0,-377.0,71.0,31.0,53.0,-173.0,-81.0,-9.0,-56.0,74.0,47.0,16.0,69.45813769181996,1
28059_2016,140850.0,61136.0,50365.0,21818.0,5655.0,11615.0,19928.0,34261.0,24601.0,4651.0,44140.0,1075.0,3341.0,5348.0,744.0,2367.0,1145.0,22251.0,137202.0,328.0,232.871849485268,656.0,487.0,-23.0,237.0,-1089.0,67.0,1297.0,-462.0,846.0,-191.0,840.0,-696.0,385.0,-635.0,-240.0,185.0,-80.0,-3154.0,-2743.0,49.0,33.86190612107268,1
28059_2018,142014.0,62031.0,51429.0,22536.0,5471.0,10697.0,21359.0,33823.0,24220.0,5208.0,45686.0,1249.0,3866.0,5372.0,591.0,2046.0,1141.0,19011.0,133066.0,305.0,214.7675581280719,1164.0,895.0,1064.0,718.0,-184.0,-918.0,1431.0,-438.0,-381.0,557.0,1546.0,174.0,525.0,24.0,-153.0,-321.0,-4.0,-3240.0,-4136.0,-23.0,-18.104291357196104,1
28059_2020,142872.0,62451.0,53878.0,33990.0,6244.0,10961.0,22975.0,33371.0,24816.0,4587.0,46587.0,1373.0,3982.0,5353.0,914.0,2205.0,1237.0,17925.0,137665.0,398.0,278.5710286130242,858.0,420.0,2449.0,11454.0,773.0,264.0,1616.0,-452.0,596.0,-621.0,901.0,124.0,116.0,-19.0,323.0,159.0,96.0,-1086.0,4599.0,93.0,63.80347048495233,1
28061_2016,16538.0,8222.0,6771.0,3641.0,432.0,1892.0,3003.0,3836.0,3238.0,822.0,8997.0,21.0,24.0,2549.0,170.0,350.0,65.0,2193.0,14669.0,68.0,411.17426532833474,-149.0,7.0,-152.0,-53.0,1.0,-592.0,151.0,-98.0,-508.0,-85.0,-27.0,-24.0,-62.0,248.0,42.0,-198.0,-25.0,-49.0,-714.0,10.0,63.5983079962798,1
28061_2018,16529.0,8346.0,6690.0,3810.0,404.0,1907.0,3172.0,3778.0,3017.0,831.0,9121.0,0.0,20.0,2659.0,158.0,409.0,72.0,2135.0,13387.0,50.0,302.4986387561256,-9.0,124.0,-81.0,169.0,-28.0,15.0,169.0,-58.0,-221.0,9.0,124.0,-21.0,-4.0,110.0,-12.0,59.0,7.0,-58.0,-1282.0,-18.0,-108.67562657220913,1
28061_2020,16454.0,8423.0,6616.0,5621.0,261.0,1382.0,3304.0,3719.0,2934.0,689.0,9130.0,0.0,14.0,2433.0,182.0,487.0,71.0,1994.0,14653.0,58.0,352.4978728576638,-75.0,77.0,-74.0,1811.0,-143.0,-525.0,132.0,-59.0,-83.0,-142.0,9.0,0.0,-6.0,-226.0,24.0,78.0,-1.0,-141.0,1266.0,8.0,49.99923410153821,1
28063_2016,7528.0,3681.0,2457.0,2812.0,275.0,1060.0,1050.0,1760.0,1121.0,402.0,6535.0,10.0,72.0,1265.0,76.0,372.0,445.0,790.0,6385.0,30.0,398.5122210414453,-106.0,3.0,-96.0,-614.0,-126.0,53.0,58.0,-58.0,-154.0,-122.0,-51.0,10.0,52.0,25.0,8.0,21.0,-39.0,-182.0,-8.0,-5.0,-59.96302129546848,1
28063_2018,7346.0,3744.0,2530.0,3418.0,152.0,1261.0,1095.0,1688.0,817.0,341.0,6388.0,23.0,78.0,1315.0,88.0,313.0,472.0,1161.0,6149.0,24.0,326.7084127416281,-182.0,63.0,73.0,606.0,-123.0,201.0,45.0,-72.0,-304.0,-61.0,-147.0,13.0,6.0,50.0,12.0,-59.0,27.0,371.0,-236.0,-6.0,-71.8038082998172,1
28063_2020,7129.0,3793.0,2543.0,2850.0,247.0,952.0,1105.0,1573.0,862.0,314.0,6199.0,46.0,68.0,1379.0,57.0,218.0,530.0,939.0,6102.0,23.0,322.6258942348155,-217.0,49.0,13.0,-568.0,95.0,-309.0,10.0,-115.0,45.0,-27.0,-189.0,23.0,-10.0,64.0,-31.0,-95.0,58.0,-222.0,-47.0,-1.0,-4.082518506812562,1
28065_2016,11771.0,5881.0,4903.0,4005.0,687.0,1653.0,2280.0,2480.0,2450.0,732.0,7270.0,0.0,4.0,1567.0,65.0,502.0,143.0,2252.0,9060.0,48.0,407.7818367173562,-329.0,6.0,-44.0,574.0,-25.0,-241.0,102.0,-197.0,128.0,74.0,-181.0,0.0,-11.0,92.0,-65.0,-117.0,8.0,-510.0,-595.0,11.0,101.99671275041408,1
28065_2018,11495.0,5952.0,4839.0,3059.0,459.0,1727.0,2428.0,2338.0,2108.0,437.0,7158.0,0.0,6.0,1387.0,106.0,439.0,142.0,2019.0,8709.0,35.0,304.4802087864289,-276.0,71.0,-64.0,-946.0,-228.0,74.0,148.0,-142.0,-342.0,-295.0,-112.0,0.0,2.0,-180.0,41.0,-63.0,-1.0,-233.0,-351.0,-13.0,-103.30162793092734,1
28065_2020,11182.0,5985.0,4615.0,4086.0,342.0,1276.0,2512.0,2235.0,1835.0,234.0,6981.0,8.0,0.0,1447.0,112.0,272.0,134.0,1466.0,8295.0,35.0,313.00304060096585,-313.0,33.0,-224.0,1027.0,-117.0,-451.0,84.0,-103.0,-273.0,-203.0,-177.0,8.0,-6.0,60.0,6.0,-167.0,-8.0,-553.0,-414.0,0.0,8.522831814536971,1
28067_2016,68313.0,28613.0,24870.0,15859.0,2170.0,8744.0,10418.0,17397.0,12064.0,3024.0,23907.0,527.0,516.0,5700.0,733.0,1572.0,1800.0,8607.0,75731.0,168.0,245.92683676606208,40.0,85.0,518.0,382.0,-83.0,-968.0,364.0,-55.0,-457.0,-168.0,232.0,-450.0,-51.0,-118.0,-235.0,-15.0,-22.0,-2722.0,2303.0,-29.0,-42.62061244519276,1
28067_2018,68454.0,28982.0,24774.0,14321.0,1910.0,7496.0,11006.0,17475.0,11442.0,2982.0,24125.0,692.0,527.0,6335.0,655.0,1458.0,1876.0,7237.0,70178.0,189.0,276.0978175124901,141.0,369.0,-96.0,-1538.0,-260.0,-1248.0,588.0,78.0,-622.0,-42.0,218.0,165.0,11.0,635.0,-78.0,-114.0,76.0,-1370.0,-5553.0,21.0,30.17098074642803,1
28067_2020,68307.0,29190.0,24855.0,21851.0,1440.0,6046.0,11480.0,17156.0,11439.0,2460.0,24287.0,674.0,368.0,6067.0,557.0,1495.0,1803.0,7283.0,73192.0,209.0,305.9715695316732,-147.0,208.0,81.0,7530.0,-470.0,-1450.0,474.0,-319.0,-3.0,-522.0,162.0,-18.0,-159.0,-268.0,-98.0,37.0,-73.0,46.0,3014.0,20.0,29.873752019183087,1
28069_2016,10128.0,4735.0,3552.0,2755.0,366.0,1523.0,1717.0,2123.0,1909.0,456.0,6683.0,13.0,29.0,1046.0,71.0,379.0,963.0,1326.0,12418.0,27.0,266.5876777251185,-182.0,11.0,-109.0,-136.0,-109.0,-2.0,54.0,-156.0,23.0,100.0,-38.0,-33.0,1.0,136.0,-11.0,-2.0,70.0,-260.0,99.0,-1.0,-4.993311605628321,1
28069_2018,10107.0,4793.0,3710.0,2760.0,260.0,1140.0,1891.0,1949.0,1930.0,575.0,6668.0,0.0,5.0,914.0,133.0,427.0,947.0,1285.0,9321.0,25.0,247.35331948154746,-21.0,58.0,158.0,5.0,-106.0,-383.0,174.0,-174.0,21.0,119.0,-15.0,-13.0,-24.0,-132.0,62.0,48.0,-16.0,-41.0,-3097.0,-2.0,-19.23435824357105,1
28069_2020,9829.0,4770.0,3757.0,3593.0,667.0,1080.0,2054.0,1830.0,1976.0,483.0,6503.0,17.0,18.0,695.0,308.0,325.0,967.0,1200.0,9383.0,38.0,386.6110489368196,-278.0,-23.0,47.0,833.0,407.0,-60.0,163.0,-119.0,46.0,-92.0,-165.0,17.0,13.0,-219.0,175.0,-102.0,20.0,-85.0,62.0,13.0,139.25772945527214,1
28071_2016,52193.0,23993.0,18788.0,11902.0,1856.0,3130.0,5846.0,9455.0,5370.0,1541.0,15368.0,174.0,2065.0,2594.0,430.0,747.0,5189.0,5365.0,65059.0,99.0,189.68060851071982,1937.0,813.0,2231.0,130.0,-501.0,-331.0,457.0,263.0,137.0,-105.0,493.0,-46.0,-103.0,273.0,31.0,11.0,-104.0,-1938.0,5134.0,10.0,12.587326116577827,1
28071_2018,53459.0,25266.0,19317.0,11490.0,1785.0,3253.0,6225.0,9710.0,5953.0,1546.0,16034.0,297.0,3168.0,2433.0,387.0,910.0,5161.0,4738.0,60314.0,96.0,179.57687199536093,1266.0,1273.0,529.0,-412.0,-71.0,123.0,379.0,255.0,583.0,5.0,666.0,123.0,1103.0,-161.0,-43.0,163.0,-28.0,-627.0,-4745.0,-3.0,-10.10373651535889,1
28071_2020,54059.0,26091.0,18585.0,15523.0,1103.0,2460.0,6832.0,10026.0,5518.0,1080.0,16291.0,188.0,3761.0,2513.0,288.0,1067.0,4473.0,4798.0,62909.0,110.0,203.48138145359698,600.0,825.0,-732.0,4033.0,-682.0,-793.0,607.0,316.0,-435.0,-466.0,257.0,-109.0,593.0,80.0,-99.0,157.0,-688.0,60.0,2595.0,14.0,23.90450945823605,1
28073_2016,59623.0,24251.0,21800.0,9535.0,2601.0,3047.0,6834.0,15206.0,8740.0,2666.0,15023.0,327.0,2015.0,2307.0,478.0,1012.0,375.0,8267.0,49548.0,126.0,211.32784328195493,1585.0,83.0,222.0,294.0,521.0,-464.0,435.0,114.0,-86.0,13.0,632.0,5.0,-156.0,-199.0,-81.0,28.0,-30.0,-426.0,-452.0,19.0,26.96587353799407,1
28073_2018,61223.0,24580.0,22213.0,10049.0,2964.0,3724.0,7777.0,15454.0,9149.0,2207.0,15672.0,302.0,1884.0,2661.0,480.0,1113.0,355.0,7467.0,47566.0,117.0,191.10465021315517,1600.0,329.0,413.0,514.0,363.0,677.0,943.0,248.0,409.0,-459.0,649.0,-25.0,-131.0,354.0,2.0,101.0,-20.0,-800.0,-1982.0,-9.0,-20.22319306879976,1
28073_2020,62693.0,24698.0,22467.0,15689.0,2860.0,4500.0,8525.0,15524.0,8957.0,1724.0,16502.0,479.0,2345.0,2709.0,465.0,1191.0,361.0,8253.0,53407.0,99.0,157.91236661190246,1470.0,118.0,254.0,5640.0,-104.0,776.0,748.0,70.0,-192.0,-483.0,830.0,177.0,461.0,48.0,-15.0,78.0,6.0,786.0,5841.0,-18.0,-33.19228360125271,0
28075_2016,79233.0,34943.0,29689.0,17541.0,3166.0,7237.0,12000.0,19077.0,14437.0,4059.0,37077.0,418.0,1550.0,4866.0,1011.0,2710.0,3351.0,11092.0,82677.0,242.0,305.4282937664862,-1028.0,128.0,27.0,-218.0,-753.0,-662.0,430.0,-538.0,517.0,-421.0,-184.0,-124.0,368.0,-227.0,6.0,460.0,-490.0,58.0,-6098.0,13.0,20.10914748124185,1
28075_2018,77323.0,35227.0,29657.0,16161.0,2239.0,7507.0,12566.0,18376.0,13990.0,3479.0,36537.0,366.0,1639.0,5104.0,839.0,2512.0,3334.0,9150.0,76635.0,256.0,331.07872172574787,-1910.0,284.0,-32.0,-1380.0,-927.0,270.0,566.0,-701.0,-447.0,-580.0,-540.0,-52.0,89.0,238.0,-172.0,-198.0,-17.0,-1942.0,-6042.0,14.0,25.650427959261663,1
28075_2020,75557.0,35337.0,29718.0,24857.0,1576.0,7558.0,12976.0,17786.0,13201.0,3397.0,36247.0,244.0,1941.0,5663.0,494.0,2687.0,3342.0,6992.0,79077.0,308.0,407.6392657199201,-1766.0,110.0,61.0,8696.0,-663.0,51.0,410.0,-590.0,-789.0,-82.0,-290.0,-122.0,302.0,559.0,-345.0,175.0,8.0,-2158.0,2442.0,52.0,76.56054399417224,1
28077_2016,12603.0,6034.0,4859.0,2736.0,536.0,1747.0,2017.0,3094.0,2035.0,403.0,4354.0,1.0,7.0,1413.0,127.0,321.0,0.0,2042.0,10943.0,48.0,380.8616995953344,-33.0,13.0,30.0,266.0,-16.0,179.0,62.0,-8.0,-153.0,-69.0,46.0,1.0,4.0,312.0,30.0,6.0,-9.0,-239.0,-118.0,18.0,143.44479551176366,1
28077_2018,12630.0,6118.0,4793.0,2444.0,460.0,1414.0,2167.0,3090.0,1853.0,408.0,4395.0,21.0,41.0,1711.0,131.0,234.0,0.0,1725.0,10178.0,46.0,364.2121931908155,27.0,84.0,-66.0,-292.0,-76.0,-333.0,150.0,-4.0,-182.0,5.0,41.0,20.0,34.0,298.0,4.0,-87.0,0.0,-317.0,-765.0,-2.0,-16.64950640451889,1
28077_2020,12595.0,6203.0,5019.0,4544.0,650.0,1315.0,2250.0,3077.0,2604.0,286.0,4463.0,26.0,68.0,1623.0,134.0,218.0,0.0,1875.0,10349.0,37.0,293.7673680031759,-35.0,85.0,226.0,2100.0,190.0,-99.0,83.0,-13.0,751.0,-122.0,68.0,5.0,27.0,-88.0,3.0,-16.0,0.0,150.0,171.0,-9.0,-70.44482518763965,1
28079_2016,23011.0,9421.0,8259.0,6013.0,931.0,3377.0,3275.0,6522.0,4838.0,958.0,12026.0,341.0,122.0,2297.0,420.0,689.0,776.0,3806.0,19456.0,52.0,225.97887966624657,-357.0,11.0,94.0,-66.0,-247.0,-235.0,138.0,-301.0,293.0,-183.0,-48.0,-54.0,47.0,-232.0,-99.0,67.0,-317.0,-726.0,-2696.0,-17.0,-69.29671088493453,1
28079_2018,22870.0,9503.0,8168.0,5731.0,1053.0,3336.0,3422.0,6093.0,5016.0,1123.0,12076.0,386.0,101.0,2253.0,297.0,721.0,678.0,3513.0,18666.0,58.0,253.6073458679493,-141.0,82.0,-91.0,-282.0,122.0,-41.0,147.0,-429.0,178.0,165.0,50.0,45.0,-21.0,-44.0,-123.0,32.0,-98.0,-293.0,-790.0,6.0,27.628466201702736,1
